Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.909,1,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제,NO,A는 인간 존엄에 관한 주장이고 B는 비그리스도교 안의 참됨·거룩함 유무에 관한 것으로 서로 다른 대상을 다룬다.,NO,A는 인간 존엄에 관한 주장이고 B는 비그리스도교 안의 참됨·거룩함 유무에 관한 것으로 서로 다른 대상을 다룬다.
0.908,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",CCC-2068,계명 준수로 구원,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다,NO,"A는 살인자도 존엄을 잃지 않는다는 것이고 B가 단죄하는 것은 '한번 구원, 영원 구원' 명제로, A의 주장은 이 구원확정론과 무관하다.",NO,"A는 살인자도 존엄을 잃지 않는다는 것이고 B가 단죄하는 것은 '한번 구원, 영원 구원' 명제로, A의 주장은 이 구원확정론과 무관하다."
0.907,,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-2181,주일 미사 의무,완전한 통회는 소죄의 용서를 가져온다,미사 불참은 죄가 되지 않는다,NO,"A의 통회와 용서, B의 미사 불참은 서로 다른 주제이므로 동일 명제가 아님.",NO,"A의 통회와 용서, B의 미사 불참은 서로 다른 주제이므로 동일 명제가 아님."
0.907,,CCC-1996,은총은 무상의 선물,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,은총은 하느님의 생명에 참여하도록 부르는 것이다,복음을 모르는 이들에게 하느님이 구원의 기회를 주지 않는다는 명제,NO,"A는 은강의 추상적 정의이고 B는 비신자의 구원 가능성에 관한 것으로, 직접적 동일 명제가 아님.",NO,"A는 은강의 추상적 정의이고 B는 비신자의 구원 가능성에 관한 것으로, 직접적 동일 명제가 아님."
0.907,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,NO,A는 인격 존엄에 관한 것이고 B는 고해성사의 신적 제정 여부에 관한 것으로 전혀 다른 명제다.,NO,A는 인격 존엄에 관한 것이고 B는 고해성사의 신적 제정 여부에 관한 것으로 전혀 다른 명제다.
0.907,5,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),TRENT-S13,성체성사와 화체설,축성 후 빵의 실체 전체가 그리스도 몸의 실체로 변화한다 (실체의 완전한 전환),"성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박).",NO,"A(실체변화 긍정)와 B가 단죄하는 공재설은 서로 반대 입장으로, A와 B(트렌트)는 공재설을 함께 배격하는 같은 편이다.",NO,"A(실체변화 긍정)와 B가 단죄하는 공재설은 서로 반대 입장으로, A와 B(트렌트)는 공재설을 함께 배격하는 같은 편이다."
0.906,,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,"하나이고 거룩한 가톨릭 사도 교회 밖에는 구원도, 죄의 사함도 없다 (Extra Ecclesiam nulla salus)",가시적 교회 밖에는 구원이 전혀 없다는 엄격한 해석 (Extra Ecclesiam nulla salus의 배타적 해석),YES,A의 절대적 주장 '교회 밖 구원 불가'와 B가 단죄하는 '엄격한 해석(절대적으로 교회 밖 구원 불가)'이 사실상 동일하여 정면 충돌.,YES,A의 절대적 주장 '교회 밖 구원 불가'와 B가 단죄하는 '엄격한 해석(절대적으로 교회 밖 구원 불가)'이 사실상 동일하여 정면 충돌.
0.905,,CCC-2068,계명 준수로 구원,CCC-2181,주일 미사 의무,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,미사 불참은 죄가 되지 않는다,NO,A의 일반적 원칙 '행위가 구원에 관련'과 B의 구체적 사안 '미사 불참은 죄'가 동일 명제로 보기 어려움.,NO,A의 일반적 원칙 '행위가 구원에 관련'과 B의 구체적 사안 '미사 불참은 죄'가 동일 명제로 보기 어려움.
0.903,,CCC-1861,대죄와 은총 상실,CCC-2068,계명 준수로 구원,대죄는 하느님과의 관계를 단절시킨다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다,NO,"A는 '대죄가 관계 단절' 주장, B는 '죄를 지어도 구원 유지'를 단죄하므로 함께 구원 손실을 배격하는 입장.",NO,"A는 '대죄가 관계 단절' 주장, B는 '죄를 지어도 구원 유지'를 단죄하므로 함께 구원 손실을 배격하는 입장."
0.903,,CCC-1996,은총은 무상의 선물,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,은총은 하느님의 생명에 참여하도록 부르는 것이다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,NO,A는 은강의 정의이고 B는 고해성사의 제정에 관한 것으로 서로 다른 주제.,NO,A는 은강의 정의이고 B는 고해성사의 제정에 관한 것으로 서로 다른 주제.
0.903,4,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),CCC-1452,완전한 통회 (Contritio Perfecta),이 잠벌은 현세에서 혹은 사후 연옥에서 갚아야 한다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,NO,A는 잠벌의 현세/연옥 보속에 관한 것이고 B는 대죄 용서에 사제 사죄가 반드시 선행해야 하는지에 관한 것으로 별개의 논점이다.,NO,A는 잠벌의 현세/연옥 보속에 관한 것이고 B는 대죄 용서에 사제 사죄가 반드시 선행해야 하는지에 관한 것으로 별개의 논점이다.
0.903,5,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,소죄를 고백하는 것도 허용되며 유익하다,대사가 무익하다는 명제,NO,A는 소죄 고백의 유익성에 관한 것이고 B는 대사(indulgence)의 유익성에 관한 것으로 서로 다른 주제다.,NO,A는 소죄 고백의 유익성에 관한 것이고 B는 대사(indulgence)의 유익성에 관한 것으로 서로 다른 주제다.
0.902,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,NO,"A는 인격 존엄에 관한 주장이고 B는 혼인의 해소 사유에 관한 단죄로, 두 명제는 전혀 다른 주제를 다루어 동일성이 없다.",NO,"A는 인격 존엄에 관한 주장이고 B는 혼인의 해소 사유에 관한 단죄로, 두 명제는 전혀 다른 주제를 다루어 동일성이 없다."
0.902,5,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,소죄를 고백하는 것도 허용되며 유익하다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,NO,"A는 소죄 고백의 유익함에 관한 주장이고 B는 혼인 해소 사유(이단·동거불가)에 관한 단죄로, 사실상 동일한 명제가 아니다.",NO,"A는 소죄 고백의 유익함에 관한 주장이고 B는 혼인 해소 사유(이단·동거불가)에 관한 단죄로, 사실상 동일한 명제가 아니다."
0.901,,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-2068,계명 준수로 구원,완전한 통회는 소죄의 용서를 가져온다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다,NO,"A는 소죄의 용서, B는 대죄 포함 모든 죄에서 구원 유지를 다루므로 적용 범위와 수준이 다름.",NO,"A는 소죄의 용서, B는 대죄 포함 모든 죄에서 구원 유지를 다루므로 적용 범위와 수준이 다름."
0.901,,CCC-1861,대죄와 은총 상실,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,대죄는 하느님과의 관계를 단절시킨다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,NO,"A는 대죄의 영적 효과를 설명하고, B의 단죄 대상은 사제 사죄의 성질(선포/선언 문제)로 주제가 완전히 다릅니다.",NO,"A는 대죄의 영적 효과를 설명하고, B의 단죄 대상은 사제 사죄의 성질(선포/선언 문제)로 주제가 완전히 다릅니다."
0.9,,CCC-1861,대죄와 은총 상실,CCC-1452,완전한 통회 (Contritio Perfecta),대죄는 하느님과의 관계를 단절시킨다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,NO,"A는 대죄의 효과이고, B가 단죄하는 것은 대죄 용서의 필요조건(사제 사죄의 선행 필요성)으로, 다른 주장입니다.",NO,"A는 대죄의 효과이고, B가 단죄하는 것은 대죄 용서의 필요조건(사제 사죄의 선행 필요성)으로, 다른 주장입니다."
0.9,,CCC-1996,은총은 무상의 선물,CCC-2181,주일 미사 의무,은총은 하느님의 생명에 참여하도록 부르는 것이다,미사 불참은 죄가 되지 않는다,NO,"A는 은강의 본질이고, B의 단죄 대상은 미사 불참의 죄성으로 주제가 다릅니다.",NO,"A는 은강의 본질이고, B의 단죄 대상은 미사 불참의 죄성으로 주제가 다릅니다."
0.9,,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-2181,주일 미사 의무,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,미사 불참은 죄가 되지 않는다,NO,"A는 선한 행위와 영원한 생명의 관계이고, B의 단죄 대상은 미사 불참의 죄성으로 직접 관련이 없습니다.",NO,"A는 선한 행위와 영원한 생명의 관계이고, B의 단죄 대상은 미사 불참의 죄성으로 직접 관련이 없습니다."
0.9,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,대사가 무익하다는 명제,NO,"A는 인격 존엄에 관한 주장이고 B는 대사(indulgence)의 유익성에 관한 단죄로, 전혀 다른 주제이다.",NO,"A는 인격 존엄에 관한 주장이고 B는 대사(indulgence)의 유익성에 관한 단죄로, 전혀 다른 주제이다."
0.9,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,복음을 모르는 이들에게 하느님이 구원의 기회를 주지 않는다는 명제,NO,"A는 인격 존엄에 관한 주장이고 B는 무지한 이들에 대한 구원 가능성에 관한 단죄로, 서로 다른 명제이다.",NO,"A는 인격 존엄에 관한 주장이고 B는 무지한 이들에 대한 구원 가능성에 관한 단죄로, 서로 다른 명제이다."
0.899,,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-1471,면죄부 (Indulgentia),고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,죄의 용서와 함께 모든 벌도 완전히 제거된다,NO,"A는 죄의 용서를 다루고, B가 단죄하는 것은 벌의 완전한 제거이므로 다른 신학적 주제입니다.",NO,"A는 죄의 용서를 다루고, B가 단죄하는 것은 벌의 완전한 제거이므로 다른 신학적 주제입니다."
0.899,,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,NO,"A는 대죄 용서의 조건(통회와 고해)이고, B의 단죄 대상은 사제 사죄의 성질(선포 vs 효력)로 다른 주제입니다.",NO,"A는 대죄 용서의 조건(통회와 고해)이고, B의 단죄 대상은 사제 사죄의 성질(선포 vs 효력)로 다른 주제입니다."
0.899,,CCC-1996,은총은 무상의 선물,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,은총은 하느님의 생명에 참여하도록 부르는 것이다,교황에 대한 복종 없이도 구원받을 수 있다는 명제,NO,"A는 은강의 본질이고, B가 단죄하는 것은 교황 복종과 구원의 관계로 A의 명제와 동일하지 않습니다.",NO,"A는 은강의 본질이고, B가 단죄하는 것은 교황 복종과 구원의 관계로 A의 명제와 동일하지 않습니다."
0.899,,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CCC-1452,완전한 통회 (Contritio Perfecta),교도권이 통상적 가르침에서 림보를 언급한 적은 있음을 인정한다,대죄의 용서에는 반드시 사제의 사죄가 선행해야 한다,NO,A의 주장(림보 언급의 사실)과 B가 단죄하는 명제(대죄 용서의 사제 사죄 필수)는 주제가 전혀 다르며 논리적 연결고리가 없습니다.,NO,A의 주장(림보 언급의 사실)과 B가 단죄하는 명제(대죄 용서의 사제 사죄 필수)는 주제가 전혀 다르며 논리적 연결고리가 없습니다.
0.899,4,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,CCC-2010,공로 (Meritum),소죄를 고백하는 것도 허용되며 유익하다,선행은 구원에 아무런 기여도 하지 않는다,NO,"A는 소죄 고백의 유익함에 관한 것이고 B는 선행이 구원에 기여하는지에 관한 단죄로, 주제는 인접하나 주장 내용이 동일하지 않다.",NO,"A는 소죄 고백의 유익함에 관한 것이고 B는 선행이 구원에 기여하는지에 관한 단죄로, 주제는 인접하나 주장 내용이 동일하지 않다."
0.898,,CCC-1471,면죄부 (Indulgentia),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,면죄부는 합당한 조건을 갖춘 신자에게 적용된다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,NO,"A는 면죄부의 적용 조건이고, B가 단죄하는 것은 사제 없는 직접 고백의 효력으로 다른 주제입니다.",NO,"A는 면죄부의 적용 조건이고, B가 단죄하는 것은 사제 없는 직접 고백의 효력으로 다른 주제입니다."
0.898,,CCC-1861,대죄와 은총 상실,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,대죄는 하느님과의 관계를 단절시킨다,유대인이 하느님께 버림받았거나 저주받았다는 명제,NO,"A는 대죄의 영적 효과이고, B가 단죄하는 것은 유대인과 하느님의 관계로 주제가 다릅니다.",NO,"A는 대죄의 영적 효과이고, B가 단죄하는 것은 유대인과 하느님의 관계로 주제가 다릅니다."
